x	y
-0.5	0.0044318484119380075
-0.37755102040816324	0.0063513463131534146
-0.25510204081632654	0.00896674844467722
-0.13265306122448983	0.012470747171139728
-0.010204081632653073	0.017085915686358193
0.11224489795918369	0.023060692208763875
0.23469387755102034	0.030661593077694442
0.3571428571428571	0.04016108044090312
0.47959183673469385	0.051820828999617916
0.6020408163265305	0.06587060018907169
0.7244897959183674	0.08248351897454742
0.846938775510204	0.10174920793009684
0.9693877551020407	0.12364688773086303
1.0918367346938775	0.14802110351235884
1.2142857142857142	0.17456307428140014
1.336734693877551	0.2028006870564054
1.4591836734693877	0.2320997956849513
1.5816326530612246	0.2616787100740331
1.704081632653061	0.29063660944969527
1.8265306122448979	0.31799518388693393
1.9489795918367347	0.3427512620862568
2.071428571428571	0.3639367217154836
2.193877551020408	0.3806808152989237
2.316326530612245	0.3922693707583609
2.4387755102040813	0.3981952754136922
2.561224489795918	0.39819527541369226
2.683673469387755	0.3922693707583609
2.806122448979592	0.3806808152989237
2.9285714285714284	0.3639367217154837
3.0510204081632653	0.3427512620862568
3.173469387755102	0.31799518388693393
3.2959183673469385	0.2906366094496954
3.4183673469387754	0.2616787100740331
3.540816326530612	0.23209979568495137
3.663265306122449	0.20280068705640536
3.7857142857142856	0.1745630742814002
3.908163265306122	0.14802110351235895
4.030612244897959	0.12364688773086303
4.153061224489796	0.10174920793009688
4.275510204081632	0.08248351897454748
4.3979591836734695	0.06587060018907169
4.520408163265306	0.051820828999617916
4.642857142857142	0.040161080440903156
4.76530612244898	0.030661593077694442
4.887755102040816	0.023060692208763875
5.0102040816326525	0.017085915686358217
5.13265306122449	0.012470747171139728
5.255102040816326	0.008966748444677233
5.377551020408163	0.00635134631315342
5.5	0.0044318484119380075
