x	y
6.599121808211073	3
7.824005618450408	3
6.43769456898091	3
8.954878075009034	3
5.668048333482751	3
5.239311439601217	3
5.3492787341759	3
6.109444415836951	3
5.880884601440272	3
8.956078903703641	3
6.673500501921816	3
5.657324210622564	3
8.114382976779792	3
6.413476061178407	3
5.763146623458603	3
7.8758389276492995	3
7.623362176578032	3
6.565043317044772	3
8.407540000241228	3
7.129101579710725	3
8.6169495988573	3
7.502740881999904	3
8.55880554061986	3
7.109402696425428	3
5.780255603020967	3
9.449368649061398	3
6.454225832017432	3
6.8011621371111035	3
6.299601495078745	3
6.796605551035442	3
7.2426694410817944	3
7.201830178874004	3
7.661020287598693	3
8.792158208975566	3
6.879535428211493	3
5.766879264553573	3
5.817681873490367	3
6.334245481800873	3
5.325804192381068	3
7.825029824438986	3
6.5017864363689215	3
6.689015021697149	3
6.998108517161996	3
5.603379575404568	3
6.138683639223958	3
7.6747115256879725	3
7.618539130786293	3
6.556828069299362	3
8.810534914125457	3
5.694273077442262	3
6.655012789845021	3
6.769160256864531	3
4.20691499985346	3
8.93752881361608	3
7.366332014540058	3
5.955410618092208	3
9.051173442857444	3
7.585662000172382	3
7.429526140021965	3
6.393001601799954	3
7.106222724035217	3
5.474319683770642	3
7.795026094424845	3
6.625561681156779	3
7.134048196554623	3
8.202054862199706	3
7.284748110849058	3
7.262467445463269	3
7.276499304822184	3
6.266728396104687	3
7.836004719434269	3
8.543359110804484	3
7.758805660097931	3
7.884908814464883	3
6.122718481081812	3
6.132212777127075	3
5.55912397570816	3
8.232253070828436	3
6.745820132392632	3
8.399843942480986	3
6.2180883173131996	3
6.5624910171714195	3
7.095425087191257	3
7.921450068659511	3
7.060750195799507	3
7.211124755007717	3
7.016527567305616	3
7.177187720275961	3
5.883529982115256	3
7.080927100973279	3
6.813421006488534	3
6.943175519114153	3
7.492336555936649	3
6.319321858991114	3
6.91549197259537	3
6.702638117226496	3
7.417302004974863	3
7.78477065101559	3
6.044574737626311	3
7.585910431102616	3
