x	y
5.124345363663242	1
2.8882435863499247	1
2.9718282477365445	1
2.4270313778438295	1
4.365407629324679	1
1.1984613031197173	1
5.24481176421648	1
2.738793099104897	1
3.8190390960570983	1
3.25062962452259	1
4.9621079370449745	1
1.439859290502346	1
3.1775827959864924	1
3.1159456453315846	1
4.633769442335438	1
2.400108732685969	1
3.3275717924495645	1
2.622141582078628	1
3.5422137467155927	1
4.082815213715822	1
2.3993808227870788	1
4.644723709839614	1
4.401590720592796	1
4.002494338901868	1
4.400855949264412	1
2.816272140825667	1
3.377109774481352	1
2.5642305657409312	1
3.232111920373984	1
4.030355466738186	1
2.8083392482746907	1
3.1032464731440226	1
2.8128272998804005	1
2.6547943585012805	1
2.828753869163181	1
3.487335401081099	1
2.382689651364722	1
3.7344156978170924	1
5.159802177109871	1
4.242044160577335	1
3.308164447638385	1
2.6123710359151637	1
2.7528417062491624	1
5.192454601027746	1
3.550807754776029	1
2.8630043534306466	1
3.690915484667466	1
5.600255136478842	1
3.620158952481629	1
4.117203109707419	1
3.8001703199558277	1
3.1477501535064816	1
2.35748180197786	1
3.1506572775871224	1
3.291105766625222	1
4.0866231911821975	1
4.338983413874505	1
4.431102081303557	1
3.7855873252542587	1
4.385141164270728	1
2.745602059003347	1
4.752868155233288	1
4.012929820418009	1
3.2019071648972846	1
3.988518146537497	1
3.4244282869789444	1
4.631629387451427	1
5.019816816422199	1
5.685575406533161	1
2.1035036645118623	1
2.0558861945704106	1
2.9955341370535487	1
3.6600370694478306	1
4.376168921116225	1
3.8156349472416053	1
1.477798784175997	1
3.193795987371628	1
4.327974642607246	1
3.7300947353643834	1
4.262011180312025	1
3.277671857389641	1
3.2992419310700027	1
3.686561390988284	1
3.9100516472082565	1
3.6982997201267698	1
3.6190086458074586	1
2.829337713710969	1
3.8775637863209194	1
3.621821270991437	1
4.629483907911919	1
4.698917879901507	1
3.685156417483944	1
3.1247150499098857	1
2.861269592545778	1
3.923494354064113	1
3.577340068348559	1
3.1561463244289243	1
3.543596856834247	1
2.8799991560518707	1
4.198032034072219	1
