x	y
2.052871435214002	2
3.724507704805499	2
2.9034916417908	2
3.093578523237067	2
1.4050881542589582	2
2.669382433058668	2
3.2405564510962748	2
1.5462993981920654	2
2.233781493996378	2
2.5326145466933587	2
1.1268826797532443	2
2.815159392042292	2
3.3461606475850334	2
1.6404840591680137	2
2.8505459786641074	2
1.1877165887625682	2
2.4613044907339487	2
0.8842276452967053	2
3.621417708235664	2
2.9089005379368276	2
2.4753830441242215	2
1.7248383808308403	2
3.7737559301587766	2
4.467101749254734	2
0.6420181355532479	2
3.7361640304528203	2
4.127650753148906	2
2.8380116965744757	2
1.300731967664814	2
3.3633453175440216	2
2.3190796979218495	2
1.8960793722067426	2
1.2699418643330382	2
3.0505374959762155	2
3.2928068659193475	2
1.8764692703202084	2
3.0205763370733707	2
1.3556586103768573	2
3.301861031871345	2
2.5465672984241454	2
2.3134302280926513	2
2.398254127470855	2
3.3688861570058677	2
3.2504116398650083	2
3.029465324352709	2
2.637701209997386	2
2.577821127912706	2
3.1183802619985244	2
2.732494559178738	2
3.1825514068644853	2
2.18988322648194	2
0.06516223589286119	2
3.538824601859414	2
4.686979646974258	2
2.941364443568582	2
2.3998447667165004	2
2.3635552561039668	2
2.3809458122251903	2
2.5174094083000047	2
1.3779812712531117	2
1.982905542079772	2
1.502973172349737	2
2.7487991613877707	2
2.2033588476291373	2
2.9952113239779603	2
2.325296840257499	2
3.486335187821242	2
2.713533901335442	2
4.690699728969733	2
0.6036390771089075	2
1.853083311745092	2
3.401486891648711	2
5.028325706806398	2
2.25136522228454	2
2.543668993178389	2
2.273685757486395	2
3.831457112587592	2
2.212692136523981	2
3.1800698398781044	2
2.180198401101329	2
1.2274412447540057	2
2.8135477204634323	2
3.0031848134353263	2
3.793225882532262	2
2.3895529735826835	2
1.882637936287639	2
3.062761096619026	2
2.7407370922377323	2
2.780665077122639	2
2.426887296252722	2
3.66033856999377	2
2.869492716375724	2
4.404658708340981	2
3.6110566985605046	2
3.15904979610021	2
0.8725616593837426	2
3.102319280295629	2
2.9202822036470595	2
3.3109516728035557	2
3.544442094707259	2
