x	y
4.0	0.0044318484119380075
4.122448979591836	0.006351346313153403
4.244897959183674	0.008966748444677233
4.36734693877551	0.012470747171139728
4.489795918367347	0.017085915686358172
4.612244897959184	0.023060692208763875
4.73469387755102	0.030661593077694442
4.857142857142857	0.040161080440903094
4.979591836734694	0.051820828999617916
5.1020408163265305	0.06587060018907169
5.224489795918368	0.08248351897454748
5.346938775510204	0.10174920793009688
5.469387755102041	0.12364688773086303
5.591836734693878	0.14802110351235895
5.714285714285714	0.1745630742814002
5.836734693877551	0.20280068705640536
5.959183673469388	0.23209979568495137
6.081632653061225	0.2616787100740331
6.204081632653061	0.29063660944969527
6.326530612244898	0.31799518388693404
6.448979591836735	0.3427512620862568
6.571428571428571	0.3639367217154836
6.6938775510204085	0.3806808152989237
6.816326530612245	0.3922693707583609
6.938775510204081	0.3981952754136922
7.061224489795919	0.3981952754136922
7.183673469387755	0.3922693707583609
7.3061224489795915	0.3806808152989237
7.428571428571429	0.3639367217154836
7.551020408163265	0.3427512620862568
7.673469387755102	0.31799518388693404
7.795918367346939	0.29063660944969527
7.918367346938775	0.2616787100740331
8.040816326530612	0.23209979568495137
8.16326530612245	0.20280068705640536
8.285714285714285	0.17456307428140042
8.408163265306122	0.14802110351235895
8.53061224489796	0.12364688773086303
8.653061224489797	0.10174920793009673
8.775510204081632	0.08248351897454748
8.89795918367347	0.06587060018907169
9.020408163265305	0.051820828999618006
9.142857142857142	0.040161080440903156
9.26530612244898	0.030661593077694442
9.387755102040817	0.023060692208763823
9.510204081632653	0.017085915686358217
9.63265306122449	0.012470747171139728
9.755102040816325	0.008966748444677257
9.877551020408163	0.00635134631315342
10.0	0.0044318484119380075
